paper,date,issn,textid,lbl,no,url
Ilmarinen,,1458-0888,,"Suomen kansalle. Oi terve, kansa, suku urhojen L.G.",7,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431468
Ilmarinen,,1458-0888,,Suomen maa. En tiedä mikä vahva tunne johtaa Rajantakainen tyttö,3,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=67906
Ilmarinen,,1458-0888,,Suomeni. Nouse armas isänmaani,48,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123043
Ilmarinen,,1458-0888,,Surun sortaman miete. Nyt mieleheni muistuvi -ik-en,87,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=44832
Ilmarinen,,1458-0888,,Sydän. Ma suullani jos teeskentelen W.K-rg.,54,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431146
Ilmarinen,,1458-0888,,Syksy. Jo syksy taasen raivoaa Aalto,120,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123048
Ilmarinen,,1458-0888,,"Syrjähdys. No, väitelkää min väittelette",21,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431434
Ilmarinen,,1458-0888,,Talven tultua. Pois on kesä meiltä mennyt J.J.,12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=6913
Ilmarinen,,1458-0888,,Talvikukka. Kun syksy rientää myrskyinen K-ks-n.,22,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431087
Ilmarinen,,1458-0888,,"Terve! Terve, armas synnyinmaa Aalto",112,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123047
Ilmarinen,,1458-0888,,Tervehdys Ilmariselle. Aikaisinpa aloitella W.P.,7,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=40277
Ilmarinen,,1458-0888,,"Tiainen, Lauri: Runo Savonlinnan juhlasta 1875. Tämä vuosi vuorostansa",10,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431150
Ilmarinen,,1458-0888,,Tiedon janossa. Miks ei mun kurja kohtaloin I.K-n.,93,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431610
Ilmarinen,,1458-0888,,Tuettu pää. On mulla sydän vasemmalla Eo.,86,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431215
Ilmarinen,,1458-0888,,Tupakka. Mitä oiskaan elämä R-k-nen,141,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=112579
Ilmarinen,,1458-0888,,Tuuli. Vinhuen tuulonen lenteli tuolla Aalto,131,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=115160
Ilmarinen,,1458-0888,,"Tyttäristä. Empä tiedä, enkä taida ---ln.",94,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431167
Ilmarinen,,1458-0888,,"Tytöt lintuja. Tottakin, hitto jos vie Eo.",13,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431632
Ilmarinen,,1458-0888,,Uielä herra pois Kansan kertomuksen mukaan. Kirj. -ai- (Jatk.),103,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=433703
Ilmarinen,,1458-0888,,Uno Cygnaeusen 70:na syntymäpäivänä lokak. 12 p. 1880. Kun kääntynyt ol itse suun Snellman,82,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431294
Ilmarinen,,1458-0888,,Uutena vuotena 1884. Kun uusi alkaapi -yhä.,1,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=60662
Ilmarinen,,1458-0888,,Vanki. Hän istuu rautakahlehissa Aalto,109,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123046
Ilmarinen,,1458-0888,,Varattoman valitus. Soisin miekin mielestäni Kyntömies II,109,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=96524
Ilmarinen,,1458-0888,,Walo voittaa. Aurinkoisen armas A.K.s.n.,88,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431228
Ilmarinen,,1458-0888,,Wiipurissa Toukokuun 20 p. Snellmanin muistoksi 18 12/V 82. On Snellman poissa. Ääni vaiennut,58,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=7727
Ilmarinen,,1458-0888,,Wiipurista sähkösanoma Sakalan toimittajan Jacobsonin haudalle: Wiron jalon Jacobsonein ,36,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=60642
Ilmarinen,,1458-0888,,"Yöllä. Se hetki on, kun soittelo A.P.",151,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=90014
Ilmarinen,,1458-0888,,[Erkko] Pohjatuulen tuomiset. Oi ruusut rintani,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431421
Ilmarinen,,1458-0888,,"Äidin lapsi. (Anna K.) Kaiu kello, kaiu suloisesti",92,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=98450
Ilmarinen,,1458-0888,,Ajanvaihtelo. (C.B-g.) Kun vaihtuu elonvaiheet,85,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123044
Ilmarinen,,1458-0888,,Ero. Ero ompi monenlainen -yhä.,131,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122998
Ilmarinen,,1458-0888,,Kevään tulo. Jo armas aika ihanin A.P.,35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=114776
Ilmarinen,,1458-0888,,Miksi vanhaksi pojaksi Jäin? Ma vanhaksi pojaksi jäin D.B.,54,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431325
Ilmarinen,,1458-0888,,Mokoma lempi. Keväällä kun kihlasin E-o.,37,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431226
Ilmarinen,,1458-0888,,Purjehtijat. Ei ole meri-matkastain W.K-rg.,78,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431115
Ilmarinen,,1458-0888,,"Sydämen tykytys. (H.G.F.) Oi, sydän, väärin sä luulet Manu",29,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431161
Ilmarinen,,1458-0888,,Sä olet mun. Sä olet mun! Jo kun sä ensi kerran J.F.H-g-s.,39,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431155
Ilmarinen,,1458-0888,,Tähti. Kun ma nään sun taivahalla L.G.,25,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=369234
Ilmarinen,,1458-0888,,"Veni, vidi, vici. Mä tulin tänne äskettäin J.F.H-g-s.",76,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431148
Suomalainen Wirallinen Lehti,,1457-4675,,(Lapualta lähetetty.) Talvi. Jo tuli talvi Pohjolaan A-n.,98,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417842
Suomalainen Wirallinen Lehti,,1457-4675,,(Läh.) (Runo.) Hiljaan tuuli puhaltaapi L.H-nen.,124,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419966
Suomalainen Wirallinen Lehti,,1457-4675,,(Läh.) Aamu. Jo taaskin aamu autuas -h-n-r-d I-ts-n.,52,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420842
Suomalainen Wirallinen Lehti,,1457-4675,,"(Läh.) Hyvästi jää. Hyvästi jää, hyvästi jää K.B.",122,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419925
Suomalainen Wirallinen Lehti,,1457-4675,,(Läh.) Juomalaulu. Mun krouvilassa ollessani A.R-n.,91,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122671
Suomalainen Wirallinen Lehti,,1457-4675,,"(Läh.) Karjala. Oi Karjala, sun lapsinas L.H-nen.",134,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419882
Suomalainen Wirallinen Lehti,,1457-4675,,(Läh.) Kaunis seutu. Tuolla laulaa lintuset -rkk-,107,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419901
Suomalainen Wirallinen Lehti,,1457-4675,,"(Läh.) Keväillä. Oi, loisto kirkas, taivahan -rt-",69,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418671
Suomalainen Wirallinen Lehti,,1457-4675,,(Läh.) Kevät. Nyt on kevät Pohjolassa G.S.,64,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418700
Suomalainen Wirallinen Lehti,,1457-4675,,"(Läh.) Kukkaiselle. Loistavaisna, kaunokaisna -rt.-",115,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418761
Suomalainen Wirallinen Lehti,,1457-4675,,(Läh.) Lapsukaista hautaan kantaissa. Tuskin kukka kuorestansa -n.,44,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420849
Suomalainen Wirallinen Lehti,,1457-4675,,(Läh.) Pieni Katri. Kuninkaan eli hovissa pien Katri piikana Erkko,103,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420887
Suomalainen Wirallinen Lehti,,1457-4675,,(Läh.) Syksyllä. Kah! - jo jylhyys vallitseepi -rt-,145,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420874
Suomalainen Wirallinen Lehti,,1457-4675,,(Läh.) Yksinäinen mökki. Synkän korven keskustassa -rkk-,84,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419979
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähet.) Hätähuuto. Ukein ihmisparkaisia -g.,2,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420001
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähet.) Iisak Johan Wartiaiselle pari ystävällistä sanaa. S.W. Lehden 15 n:o. (Muutama sana I.J. Wartiaisen runosta: Provasti J.F. Berghin kuolemasta. ) Oliviinjuslander,32,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417806
Suomalainen Wirallinen Lehti,,1457-4675,,"(Lähet.) Kehnosta kesän tulosta w. 1867. 2) Aika mennyt, toinen tul- lut 1) Ainahan on aika mennyt",58,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417815
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähet.) Kesän katsannossa. Kaikki luonto kaunistettu O.L.,13,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417893
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähet.) Kesäntulo. Kesä kaikkein paras toivo -nen.,57,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417843
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähet.) Provasti J.F. Berghin kuolemasta. Huoliruno. Rakastettu Rantasalmi J Isak Johan Wartiainen,15,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417823
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähetetty) Laulajalle Kaisaniemellä. (Toukok. 28 p:nä) Missä oot sä oppinunna H-n T-a,66,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=416760
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähetetty) Mathilda Emilia Forssen ++ 18 28/10 72. Salomailla kasvoi kevään kauno- kainen Sampo,131,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=416744
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähetetty) Orpo-poika. Olen huono orpopoika J.F.W.,59,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417798
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähetetty). Pois! Pois riita jo rinnoista pankaa -rkk-,155,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419236
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähetetty.) Kedon kukka. Ah kun olet herttainen I.F.W.,188,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122681
Suomalainen Wirallinen Lehti,,1457-4675,,"(Lähetetty.) Rietan rinnulengit. Kummallista maailmaa, kuin kääntelee ja muuttuu! I.H.E-n.",98,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122679
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähetetty.) Suometar ja Lakisanain luettelo. La allah illa allah. Muhammed rasulullah Lola.,32,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=416231
Suomalainen Wirallinen Lehti,,1457-4675,,(Lähetetty.) Tuonen tiellä olevan matkalaisen huokaus. Olen raukka matkalainen I.F.W.,140,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122682
Suomalainen Wirallinen Lehti,,1457-4675,,"(Runo, sepitetty Pietari Raahen juhlassa Jyväskylässä:) On ollut aika, jolloin Suomen kansa Tuoko",114,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417991
Suomalainen Wirallinen Lehti,,1457-4675,,"Cajander, P.: (Runo luettu Aleksis Kiven hautakiveä paljastettaessa.) Talven valta taas on mennyt",61,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=18678
Suomalainen Wirallinen Lehti,,1457-4675,,Gabriel Reinin haudalla. Kesäkuun 28 p. 1867. Elämä riemuiten riehuu ja telmää,53,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417809
Suomalainen Wirallinen Lehti,,1457-4675,,"Hirvonen, S.: (Läh.) Huokaus. Suomemme, armas syntymaa",83,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419938
Suomalainen Wirallinen Lehti,,1457-4675,,Johannes Takasen muistoksi. 18 12/10 85. (P. Cajander.) Ylähällä pilven reunall on linna kuulakas,264,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415841
Suomalainen Wirallinen Lehti,,1457-4675,,Juhlaruno. Kirj. P. Cajander. Hämeenlinnan lyseen rakennuksen vihkiäisissä 18 17/9 88. Linnoitusko se tässä,220,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418534
Suomalainen Wirallinen Lehti,,1457-4675,,"Korhonen, A.: (Läh.) Missä kuolla tahtoisin. Niin missä minä kuolisin",56,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418717
Suomalainen Wirallinen Lehti,,1457-4675,,Kullan hakija! (Ote yksityisestä kirjeestä.) Jo kaksi kuukautta täällä.,68,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=416204
Suomalainen Wirallinen Lehti,,1457-4675,,"Luettua Säkenien toisen parven Montreuxssä Geneve-järven rannalla. Niin mä luulin, niin mä kuulin J.K.",148,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419896
Suomalainen Wirallinen Lehti,,1457-4675,,"Oksanen, A.: Nordenskiöldille Suomesta. Mik ihme, mikä uljas rohkeus",51,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417941
Suomalainen Wirallinen Lehti,,1457-4675,,Pietari Brahen juhlassa Wiipurissa lok. 31 p. 1880. (Erkon tekemä.) Ei suomalai- nen syntyään,133,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418014
Suomalainen Wirallinen Lehti,,1457-4675,,Preciosan romansi. Yksinään en kulje yötä,61,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420772
Suomalainen Wirallinen Lehti,,1457-4675,,"Professori A. Ahlqvistin tervehdyssanat maistereille. I. Käy sisään vaan, sä Suomen runotarkin II. Kesä on nyt taaskin tullut: maa ja taivas heijastaa ",65,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419223
Suomalainen Wirallinen Lehti,,1457-4675,,Runebergin muistoksi. (6 p. toukok. yliopiston juhlassa) Pois on mennyt meiltä laulun ponsi,54,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420937
Suomalainen Wirallinen Lehti,,1457-4675,,"Runo Suomalaisen alkeisopiston vihkiäisissä Syysk. 11 p. 1878. I. Nyt on juhla Suomen maassa, kaikki kansa riemuitsee",109,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420984
Suomalainen Wirallinen Lehti,,1457-4675,,Runo: Aviollinen rakkaus 133 n:ssa on mukailema saksasta,134,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419882
Suomalainen Wirallinen Lehti,,1457-4675,,"Ruusi, K.: (Läh.) Kerjäläispoika. Mun kohtaloni kova on",66,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420005
Suomalainen Wirallinen Lehti,,1457-4675,,"Ruusi, K.: (Lähet.) Neidolle. Ei kielen voi mun kertoa",80,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=417857
Suomalainen Wirallinen Lehti,,1457-4675,,"Ruusi, K.: Aviollinen rakkaus. Klorinda kuol; ei akaakaan",133,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419973
Suomalainen Wirallinen Lehti,,1457-4675,,"Ruusi, K.: Kullalleni. En sulta voi mä kätkeä",29,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420025
Suomalainen Wirallinen Lehti,,1457-4675,,"Räikkönen, J.: Pietarin reissu. Pietariin mä kerran läksin",56,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420666
Suomalainen Wirallinen Lehti,,1457-4675,,Suom. teaatterille 18 4/XI 84. Wiel kannel Wäinön meillä on,259,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418149
Suomalainen Wirallinen Lehti,,1457-4675,,Suonio: Tampereen kaupungin satavuotiseksi juhlaksi. Emonen Satakunta,117,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=419103
Suomalainen Wirallinen Lehti,,1457-4675,,Syyslaulu v:na 1879. Jaettu Viipurin suomenkielisen lyseon avajaisissa syysk. 2 p:nä. Miehen into ilmoitaksen,106,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418995
Suomalainen Wirallinen Lehti,,1457-4675,,"Törneroos, A.: H.M. Keisari Suuriruhtinas Alexander III:nen kruunauksen johdosta. Nimeä synnyinmaan pait nimi toinen",243,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=420283
Suomalainen Wirallinen Lehti,,1457-4675,,Uusi Suom. Wirsik. 495. Ja on kuin itkis taivas,89,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418786
Suomalainen Wirallinen Lehti,,1457-4675,,Uusi Suom. Wirsik. 499. Hän taivaallinen Isämme,99,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418788
Suomalainen Wirallinen Lehti,,1457-4675,,"Uusi Suom. Wirsik. Keväällä. Taas vesat, tuoreet",71,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=418769
